"nuvirdi";"teg_eign";"matssvaedi";"ibm2"
28448;"Íbúðareign";180;119.1
49452;"Einbýlishús";130;189.1
17171;"Íbúðareign";160;75.9
14986;"Íbúðareign";100;63.5
13183;"Íbúðareign";20;49.7
17492;"Íbúðareign";130;84
22380;"Íbúðareign";280;79.5
26751;"Íbúðareign";280;102.9
18972;"Íbúðareign";180;74
17370;"Íbúðareign";90;60.7
34476;"Íbúðareign";90;97.5
16286;"Íbúðareign";100;61.6
30715;"Íbúðareign";270;115
16071;"Íbúðareign";150;82
19593;"Íbúðareign";25;74.7
32102;"Íbúðareign";80;108.6
18073;"Íbúðareign";90;54.8
26775;"Íbúðareign";70;101.2
28021;"Íbúðareign";130;102.7
18372;"Íbúðareign";150;78.4
36959;"Íbúðareign";100;135.5
25924;"Íbúðareign";25;90.1
55706;"Einbýlishús";283;231.8
17504;"Íbúðareign";130;92.1
25844;"Íbúðareign";20;74.7
11479;"Íbúðareign";161;58.9
33932;"Íbúðareign";100;126.6
32443;"Íbúðareign";70;95.1
14280;"Íbúðareign";130;64.6
23656;"Íbúðareign";130;103.6
64181;"Einbýlishús";120;198.9
18733;"Íbúðareign";100;66.5
28920;"Íbúðareign";284;76.1
22680;"Íbúðareign";130;126.2
23975;"Íbúðareign";270;91.7
23254;"Íbúðareign";160;104
17640;"Íbúðareign";20;73.6
21640;"Íbúðareign";72;99
24344;"Íbúðareign";91;98.9
20319;"Íbúðareign";130;88.3
17795;"Íbúðareign";281;74.2
24179;"Íbúðareign";90;98
16500;"Íbúðareign";120;66.8
25412;"Íbúðareign";70;111.6
15907;"Íbúðareign";20;66.4
18138;"Íbúðareign";80;84.1
19130;"Íbúðareign";150;100.7
21078;"Íbúðareign";100;75.3
27936;"Íbúðareign";210;115.1
25241;"Íbúðareign";140;101.7
15461;"Íbúðareign";130;57
16273;"Íbúðareign";90;46.1
38958;"Íbúðareign";100;155.5
27720;"Íbúðareign";72;109.7
28020;"Íbúðareign";70;91.3
21400;"Íbúðareign";140;93.8
39154;"Íbúðareign";70;115.7
22000;"Íbúðareign";72;99.2
14459;"Íbúðareign";161;72.2
57071;"Einbýlishús";25;223.8
18116;"Íbúðareign";280;69.6
31658;"Íbúðareign";20;88.5
16921;"Íbúðareign";160;84.7
17210;"Íbúðareign";170;91.1
23303;"Íbúðareign";130;79.3
25525;"Íbúðareign";180;101.7
15997;"Íbúðareign";120;70.5
21377;"Íbúðareign";91;100.9
28496;"Íbúðareign";20;102.9
12500;"Íbúðareign";200;63.2
16340;"Íbúðareign";20;66.8
22389;"Íbúðareign";80;79.1
16971;"Íbúðareign";120;81.8
16562;"Íbúðareign";150;76.4
28147;"Íbúðareign";270;118
29584;"Íbúðareign";11;103
34802;"Íbúðareign";100;135.2
27498;"Íbúðareign";281;85.3
16866;"Íbúðareign";20;64.3
25377;"Íbúðareign";20;78.4
27815;"Íbúðareign";100;107.5
29444;"Íbúðareign";90;140.2
30774;"Íbúðareign";72;100.1
20850;"Íbúðareign";20;61
21418;"Íbúðareign";72;69.3
18180;"Íbúðareign";100;52
18500;"Íbúðareign";150;83.5
32857;"Íbúðareign";70;114.1
17651;"Íbúðareign";100;57.5
31946;"Íbúðareign";80;122.1
18945;"Íbúðareign";220;106.5
20663;"Íbúðareign";100;66.2
19351;"Íbúðareign";280;63.6
26636;"Íbúðareign";180;101.4
27789;"Íbúðareign";72;104.5
25750;"Íbúðareign";100;93.7
17756;"Íbúðareign";150;65.6
10370;"Íbúðareign";161;57.7
25973;"Íbúðareign";180;118.9
19560;"Íbúðareign";80;89.4
19213;"Íbúðareign";100;71.6
24772;"Íbúðareign";90;99.9
12280;"Íbúðareign";100;38.8
16674;"Íbúðareign";150;74.2
28140;"Íbúðareign";130;119.2
23110;"Íbúðareign";25;89.8
18500;"Íbúðareign";20;80.8
23000;"Íbúðareign";72;70.4
21589;"Íbúðareign";130;101.9
25076;"Íbúðareign";20;82.8
38279;"Íbúðareign";120;197.6
30479;"Íbúðareign";90;135.1
20972;"Íbúðareign";80;86
20900;"Íbúðareign";20;46.6
14991;"Íbúðareign";72;52.5
32163;"Íbúðareign";100;107.7
27072;"Íbúðareign";210;106.5
45516;"Einbýlishús";120;145.6
37117;"Íbúðareign";110;121.1
24919;"Íbúðareign";72;91.7
15769;"Íbúðareign";20;53.4
14523;"Íbúðareign";70;38.2
49187;"Einbýlishús";281;215.1
27360;"Íbúðareign";130;110.7
34086;"Íbúðareign";85;114.5
22804;"Íbúðareign";160;88.7
28979;"Íbúðareign";100;90.5
14200;"Íbúðareign";161;86.9
20861;"Íbúðareign";20;68.1
33526;"Íbúðareign";120;108.9
17096;"Íbúðareign";200;95.5
34726;"Íbúðareign";70;97.6
16344;"Íbúðareign";72;56.5
19650;"Íbúðareign";160;84.7
20993;"Íbúðareign";91;65.8
25214;"Íbúðareign";140;101.7
18000;"Íbúðareign";20;53.7
29449;"Íbúðareign";150;89.4
24212;"Íbúðareign";20;102
31080;"Íbúðareign";80;137.6
66080;"Einbýlishús";25;229.5
18823;"Íbúðareign";100;83.7
85130;"Einbýlishús";25;253.8
17954;"Íbúðareign";170;90.4
14902;"Íbúðareign";90;44.4
13757;"Íbúðareign";180;45.8
42899;"Íbúðareign";70;131.2
26487;"Íbúðareign";72;100
14998;"Íbúðareign";90;48.2
10999;"Íbúðareign";161;50.7
16796;"Íbúðareign";180;68.9
12600;"Íbúðareign";25;46.9
17094;"Íbúðareign";170;88.5
36220;"Íbúðareign";281;108.8
35838;"Íbúðareign";281;147.9
13932;"Íbúðareign";90;63.5
41797;"Íbúðareign";80;156.4
24780;"Íbúðareign";25;98.3
22214;"Íbúðareign";90;69.9
18383;"Íbúðareign";170;95.5
23605;"Íbúðareign";150;106.6
23371;"Íbúðareign";270;85.4
36868;"Íbúðareign";90;157.5
18664;"Íbúðareign";150;112.9
33229;"Íbúðareign";11;90.3
21102;"Íbúðareign";220;82.8
29986;"Íbúðareign";80;116.9
35949;"Íbúðareign";280;120
23768;"Íbúðareign";20;68.5
15432;"Íbúðareign";200;53.5
28166;"Íbúðareign";80;112.7
18994;"Íbúðareign";283;82.1
21840;"Íbúðareign";100;94.6
22731;"Íbúðareign";100;98.8
11991;"Íbúðareign";90;51
11917;"Íbúðareign";90;50
12160;"Íbúðareign";90;51
12160;"Íbúðareign";90;50
12160;"Íbúðareign";90;51
15761;"Íbúðareign";80;53.9
19466;"Íbúðareign";31;53.4
12252;"Íbúðareign";90;51
18355;"Íbúðareign";100;84.7
21955;"Íbúðareign";72;82.6
39000;"Íbúðareign";20;124.8
24728;"Íbúðareign";25;78.7
19390;"Íbúðareign";110;82.7
16500;"Íbúðareign";161;93.1
20210;"Íbúðareign";160;102.5
30011;"Íbúðareign";100;118.6
33262;"Íbúðareign";90;97.5
37800;"Íbúðareign";90;119.9
25500;"Íbúðareign";200;87.5
21786;"Íbúðareign";130;94.4
21010;"Íbúðareign";160;93.7
25972;"Íbúðareign";85;65.4
14200;"Íbúðareign";70;55.5
29437;"Íbúðareign";72;113.1
47852;"Einbýlishús";180;162.3
19682;"Íbúðareign";70;78.8
17205;"Íbúðareign";170;94.8
18786;"Íbúðareign";90;77.3
11860;"Íbúðareign";20;29.3
27522;"Íbúðareign";283;106.2
15938;"Íbúðareign";100;62.7
63837;"Einbýlishús";20;289.1
26560;"Íbúðareign";72;81.9
22222;"Íbúðareign";20;88.6
23321;"Íbúðareign";150;105.5
82713;"Einbýlishús";80;245.8
13364;"Íbúðareign";280;46.3
121362;"Einbýlishús";100;307.7
23511;"Íbúðareign";281;74.7
14144;"Íbúðareign";100;47.6
25877;"Íbúðareign";283;109.4
18493;"Íbúðareign";91;69.5
24993;"Íbúðareign";150;107.4
23520;"Íbúðareign";180;101.4
14995;"Íbúðareign";100;60.3
25261;"Íbúðareign";72;108.3
20400;"Íbúðareign";130;87.6
47010;"Einbýlishús";160;241
28966;"Íbúðareign";120;150.6
19853;"Íbúðareign";100;89.8
19352;"Íbúðareign";100;59.4
17678;"Íbúðareign";130;75.3
22979;"Íbúðareign";180;77.6
20384;"Íbúðareign";130;90.7
39410;"Einbýlishús";283;148.8
27433;"Íbúðareign";20;92.4
18287;"Íbúðareign";20;74.1
36596;"Íbúðareign";70;97.7
25316;"Íbúðareign";72;86.9
19488;"Íbúðareign";90;78.1
24920;"Íbúðareign";180;112.4
17838;"Íbúðareign";150;100.6
27076;"Íbúðareign";25;97.1
13605;"Íbúðareign";100;57
14083;"Íbúðareign";160;63.6
19378;"Íbúðareign";20;47.9
16241;"Íbúðareign";90;46.1
25391;"Íbúðareign";270;98.2
60322;"Íbúðareign";90;173.8
18464;"Íbúðareign";11;56.9
27103;"Íbúðareign";181;105.9
14209;"Íbúðareign";80;72.2
11581;"Íbúðareign";161;48.1
14577;"Íbúðareign";170;65.2
27483;"Íbúðareign";11;97.9
15413;"Íbúðareign";160;55.2
22466;"Íbúðareign";11;78.3
16563;"Íbúðareign";100;57
37494;"Íbúðareign";100;121.3
11449;"Íbúðareign";161;52
67122;"Einbýlishús";130;192.3
24455;"Íbúðareign";72;81
12949;"Íbúðareign";90;47.8
16474;"Íbúðareign";120;61.3
34500;"Íbúðareign";280;102.3
27909;"Íbúðareign";150;89.4
33245;"Íbúðareign";25;106.1
38034;"Íbúðareign";20;119.3
28379;"Íbúðareign";70;108.4
21503;"Íbúðareign";280;69.6
35872;"Íbúðareign";210;159.3
23971;"Íbúðareign";200;112.4
24886;"Íbúðareign";220;118.7
19368;"Íbúðareign";20;79.6
17181;"Íbúðareign";20;46.6
35757;"Íbúðareign";100;108.1
21566;"Íbúðareign";284;81.8
24892;"Íbúðareign";283;95.8
26183;"Íbúðareign";220;108.8
15500;"Íbúðareign";150;82
17000;"Íbúðareign";91;59.3
35000;"Íbúðareign";85;114.5
16499;"Íbúðareign";170;87.9
16719;"Íbúðareign";100;83.5
22773;"Íbúðareign";70;87.2
22959;"Íbúðareign";20;91
26293;"Íbúðareign";90;126.8
27858;"Íbúðareign";180;124.1
28530;"Íbúðareign";130;110
18553;"Íbúðareign";284;62.4
30217;"Íbúðareign";270;117.6
17000;"Íbúðareign";80;70.6
20436;"Íbúðareign";280;72
35921;"Íbúðareign";100;135.5
24421;"Íbúðareign";80;85.7
22979;"Íbúðareign";20;60.5
18070;"Íbúðareign";130;78.8
19693;"Íbúðareign";284;81.3
40274;"Íbúðareign";100;169.3
16516;"Íbúðareign";270;60.1
15710;"Íbúðareign";220;65.7
23959;"Íbúðareign";281;80.6
33459;"Íbúðareign";100;101.7
19238;"Íbúðareign";100;75.1
14663;"Íbúðareign";160;74.6
14000;"Íbúðareign";80;54.8
25557;"Íbúðareign";270;92.9
15039;"Íbúðareign";90;50.9
17976;"Íbúðareign";72;66.4
21989;"Íbúðareign";160;85.3
16445;"Íbúðareign";150;73.7
21456;"Íbúðareign";80;77
9454;"Íbúðareign";280;28
82927;"Einbýlishús";80;202.5
9498;"Íbúðareign";100;69.5
22226;"Íbúðareign";72;80.5
40476;"Íbúðareign";80;98.4
32500;"Íbúðareign";80;98.4
28670;"Íbúðareign";25;75.6
38461;"Íbúðareign";90;113
24909;"Íbúðareign";72;94.7
34993;"Íbúðareign";280;125.7
14437;"Íbúðareign";200;64.2
15768;"Íbúðareign";90;69.4
41161;"Einbýlishús";11;175.1
28803;"Íbúðareign";180;113.6
25550;"Íbúðareign";20;60.9
45927;"Einbýlishús";120;142.5
31368;"Íbúðareign";72;127.2
25393;"Íbúðareign";270;85.6
11298;"Íbúðareign";284;46.8
16189;"Íbúðareign";281;56.7
24465;"Íbúðareign";20;74.5
46712;"Íbúðareign";100;137.3
50958;"Einbýlishús";150;184.8
10745;"Íbúðareign";161;50.7
27176;"Íbúðareign";80;102.7
20525;"Íbúðareign";150;115.3
25402;"Íbúðareign";100;106.5
29263;"Íbúðareign";72;80.1
19645;"Íbúðareign";284;75.8
21929;"Íbúðareign";210;113
14600;"Íbúðareign";220;54.8
19311;"Íbúðareign";130;76.7
18450;"Íbúðareign";11;65.8
9996;"Íbúðareign";25;30.3
18522;"Íbúðareign";72;75.9
18478;"Íbúðareign";130;80.5
38645;"Íbúðareign";20;105.5
30076;"Einbýlishús";281;112
50476;"Einbýlishús";220;249.2
26902;"Íbúðareign";25;92.3
17361;"Íbúðareign";220;65.8
26926;"Íbúðareign";100;103.7
10000;"Íbúðareign";160;38.2
11617;"Íbúðareign";160;38.2
18861;"Íbúðareign";70;64.5
15886;"Íbúðareign";20;45.3
77508;"Einbýlishús";100;224.4
15282;"Íbúðareign";160;63.6
31819;"Íbúðareign";20;100.8
18013;"Íbúðareign";11;60.4
17500;"Íbúðareign";90;70.6
31000;"Íbúðareign";70;80.9
26168;"Íbúðareign";80;85.7
15414;"Íbúðareign";170;68.1
39900;"Einbýlishús";281;132.8
14600;"Íbúðareign";100;60.3
67446;"Íbúðareign";100;174.3
32041;"Íbúðareign";100;101.7
20366;"Íbúðareign";72;79.5
39648;"Íbúðareign";90;140.6
14368;"Íbúðareign";150;60.6
21681;"Íbúðareign";280;69.6
14993;"Íbúðareign";150;73.4
21927;"Íbúðareign";150;101.1
17616;"Íbúðareign";180;68.9
49625;"Einbýlishús";150;185
38931;"Einbýlishús";150;207.3
29500;"Íbúðareign";210;126
23793;"Íbúðareign";130;88
46825;"Einbýlishús";150;149.5
27156;"Íbúðareign";72;77.5
53696;"Einbýlishús";220;219.7
29400;"Íbúðareign";130;119.2
26940;"Íbúðareign";180;110.8
15000;"Íbúðareign";170;76.9
11384;"Íbúðareign";161;57.7
19691;"Íbúðareign";283;59.5
18864;"Íbúðareign";130;88.5
20218;"Íbúðareign";80;88.1
21370;"Íbúðareign";100;100.2
17747;"Íbúðareign";130;88.5
15701;"Íbúðareign";120;64.6
17165;"Íbúðareign";150;106.9
23381;"Íbúðareign";20;77.9
57580;"Íbúðareign";70;181.1
19111;"Íbúðareign";150;82.7
12500;"Íbúðareign";160;57.5
12993;"Íbúðareign";160;63.6
18155;"Íbúðareign";80;60.1
23815;"Íbúðareign";280;93
22692;"Íbúðareign";72;96.9
39844;"Íbúðareign";90;124.2
60263;"Einbýlishús";220;232.9
29279;"Íbúðareign";11;93.8
19765;"Íbúðareign";220;94.8
15302;"Íbúðareign";80;45
35014;"Íbúðareign";90;115.5
17382;"Íbúðareign";150;95
15737;"Íbúðareign";130;62.3
11211;"Íbúðareign";170;68.1
11195;"Íbúðareign";200;49.1
42212;"Einbýlishús";100;200.1
31793;"Íbúðareign";283;79.5
15695;"Íbúðareign";100;47
19178;"Íbúðareign";100;83.5
11568;"Íbúðareign";160;57.7
16326;"Íbúðareign";25;44.1
24448;"Íbúðareign";70;100.6
24642;"Íbúðareign";20;69.9
20382;"Íbúðareign";20;73.6
57483;"Íbúðareign";20;124.4
13218;"Íbúðareign";220;54.8
47648;"Einbýlishús";120;158.1
30780;"Íbúðareign";180;119.1
18946;"Íbúðareign";160;98.8
34296;"Einbýlishús";281;98.4
17041;"Íbúðareign";25;67
19200;"Íbúðareign";200;108.1
25772;"Íbúðareign";100;79.7
23483;"Íbúðareign";100;73
20436;"Íbúðareign";130;90.1
20490;"Íbúðareign";170;88.8
21903;"Íbúðareign";200;68.9
37420;"Íbúðareign";100;122.9
26986;"Íbúðareign";80;105.8
9191;"Íbúðareign";70;27.2
23104;"Íbúðareign";130;92.2
21957;"Íbúðareign";110;92.1
21932;"Íbúðareign";20;69.7
20390;"Íbúðareign";11;66.1
20798;"Íbúðareign";91;86.9
20548;"Íbúðareign";130;93.9
21741;"Íbúðareign";220;89.6
27415;"Íbúðareign";25;94.1
24937;"Íbúðareign";90;87
23123;"Íbúðareign";90;95.5
19774;"Íbúðareign";100;88.9
34566;"Íbúðareign";130;131.6
47828;"Einbýlishús";120;208.6
24209;"Íbúðareign";160;86.1
16479;"Íbúðareign";100;59.4
19243;"Íbúðareign";161;107.1
16800;"Íbúðareign";11;69.1
20202;"Íbúðareign";150;78.3
27989;"Íbúðareign";100;100.8
14996;"Íbúðareign";220;52.6
22767;"Íbúðareign";72;79.6
22475;"Íbúðareign";280;62.7
25584;"Íbúðareign";72;81
19901;"Íbúðareign";270;92.6
13461;"Íbúðareign";220;54.8
24945;"Íbúðareign";25;75.7
74379;"Einbýlishús";72;197.7
17993;"Íbúðareign";90;71.1
18595;"Íbúðareign";70;67.2
28854;"Íbúðareign";270;112.1
25479;"Íbúðareign";90;110.1
20624;"Íbúðareign";91;77.3
26127;"Íbúðareign";70;83.3
13340;"Íbúðareign";160;75.1
41365;"Íbúðareign";100;128.6
17559;"Íbúðareign";100;76.4
58765;"Einbýlishús";130;184.6
18588;"Íbúðareign";150;73.5
18717;"Íbúðareign";200;96.5
23479;"Íbúðareign";90;86.6
24330;"Íbúðareign";91;100.4
26482;"Íbúðareign";210;106.5
16922;"Íbúðareign";20;53
111241;"Einbýlishús";80;324.7
20173;"Íbúðareign";161;107.1
27981;"Einbýlishús";72;86.7
19886;"Íbúðareign";283;82.1
31991;"Íbúðareign";90;118.1
55564;"Íbúðareign";25;156.9
82486;"Íbúðareign";72;202.7
14186;"Íbúðareign";100;47.2
22892;"Íbúðareign";281;65.3
22900;"Íbúðareign";11;92.6
38049;"Íbúðareign";270;127.5
22925;"Íbúðareign";100;81.3
24758;"Íbúðareign";72;76
24559;"Íbúðareign";72;108.3
37175;"Íbúðareign";70;109.3
27440;"Íbúðareign";80;101.5
18598;"Íbúðareign";20;48.1
27788;"Íbúðareign";85;81.9
18984;"Íbúðareign";170;87.2
19860;"Íbúðareign";130;74.5
25762;"Íbúðareign";150;107.1
16584;"Íbúðareign";25;49.5
17166;"Íbúðareign";110;63.2
13500;"Íbúðareign";20;58.1
27994;"Íbúðareign";130;97.6
22513;"Íbúðareign";25;56.2
14196;"Íbúðareign";220;54.8
23662;"Íbúðareign";90;110.1
21905;"Íbúðareign";11;64.2
21790;"Íbúðareign";100;73.8
12747;"Íbúðareign";161;72.2
21303;"Íbúðareign";90;87.7
25853;"Íbúðareign";20;96.9
34077;"Einbýlishús";281;126.4
41800;"Íbúðareign";20;105.5
17291;"Íbúðareign";20;52.9
21687;"Íbúðareign";130;91
59646;"Einbýlishús";280;168
29948;"Íbúðareign";150;89.4
16348;"Íbúðareign";161;72.2
18000;"Íbúðareign";280;81.8
40717;"Einbýlishús";130;178.6
31931;"Íbúðareign";80;110.8
24780;"Íbúðareign";180;112.6
23617;"Íbúðareign";20;57.1
20000;"Íbúðareign";100;91.3
14688;"Íbúðareign";91;49.9
18113;"Íbúðareign";25;53.3
24916;"Íbúðareign";200;88.2
48891;"Íbúðareign";280;133.3
34685;"Íbúðareign";72;118.9
20101;"Íbúðareign";72;79.7
16479;"Íbúðareign";200;84.8
20907;"Íbúðareign";80;74.1
19500;"Íbúðareign";200;87.5
13415;"Íbúðareign";161;57.7
34632;"Íbúðareign";150;157.5
26932;"Íbúðareign";80;118.5
25772;"Íbúðareign";130;107
21819;"Íbúðareign";72;80.3
16521;"Íbúðareign";20;44.8
24490;"Íbúðareign";150;99.1
61224;"Einbýlishús";75;214
27449;"Íbúðareign";70;106.4
46904;"Íbúðareign";70;178.2
20689;"Íbúðareign";100;82.4
17928;"Íbúðareign";160;79.1
62798;"Íbúðareign";20;128.8
38353;"Íbúðareign";20;87
22260;"Íbúðareign";72;94.1
56234;"Einbýlishús";100;289.3
23728;"Íbúðareign";90;95.6
22459;"Íbúðareign";90;64.3
15372;"Íbúðareign";200;75.3
11700;"Íbúðareign";170;56.9
15995;"Íbúðareign";150;63.5
21800;"Íbúðareign";150;110.2
26700;"Íbúðareign";100;100.8
56184;"Íbúðareign";20;128.8
93884;"Íbúðareign";20;166.4
72843;"Íbúðareign";20;128.8
88759;"Íbúðareign";20;166.4
31621;"Íbúðareign";180;112.6
30321;"Íbúðareign";180;120.6
26440;"Íbúðareign";20;79.7
31436;"Íbúðareign";100;111
19927;"Íbúðareign";100;80.1
19511;"Íbúðareign";25;61.3
19955;"Íbúðareign";130;82.8
23770;"Íbúðareign";110;87.2
36806;"Íbúðareign";80;114.6
38013;"Íbúðareign";90;117.1
22459;"Íbúðareign";20;89.6
24693;"Íbúðareign";72;79.2
25677;"Íbúðareign";210;107.6
28368;"Íbúðareign";11;73.2
47579;"Einbýlishús";150;246.8
28859;"Íbúðareign";11;82.1
27897;"Íbúðareign";120;134.2
19643;"Íbúðareign";130;83.3
21703;"Íbúðareign";80;55.5
24719;"Íbúðareign";20;58.7
47985;"Einbýlishús";281;184.6
21333;"Íbúðareign";130;87.8
19480;"Íbúðareign";100;83.8
109149;"Einbýlishús";100;335.2
24360;"Íbúðareign";100;101.2
31405;"Íbúðareign";100;127.9
12539;"Íbúðareign";161;48.1
54214;"Einbýlishús";270;169.1
27500;"Íbúðareign";72;106.4
19518;"Íbúðareign";270;60.1
50273;"Einbýlishús";283;168.3
32564;"Íbúðareign";72;108.9
21222;"Íbúðareign";90;83.9
54083;"Einbýlishús";80;134.9
16255;"Íbúðareign";161;57.7
24719;"Íbúðareign";20;59.6
39404;"Einbýlishús";120;124.9
23500;"Íbúðareign";91;101.1
17821;"Íbúðareign";170;79.3
22725;"Íbúðareign";130;92.8
47690;"Einbýlishús";120;139.6
20517;"Íbúðareign";80;88.5
17500;"Íbúðareign";150;131.3
29875;"Íbúðareign";180;116.3
15052;"Íbúðareign";160;75.9
64769;"Einbýlishús";25;104.4
24500;"Íbúðareign";11;65.3
17362;"Íbúðareign";160;84.7
34400;"Íbúðareign";20;95.9
22339;"Íbúðareign";100;108.2
16050;"Íbúðareign";170;100.4
20756;"Íbúðareign";100;97.9
48407;"Íbúðareign";20;135.9
23992;"Íbúðareign";70;96.1
45500;"Einbýlishús";160;242.7
54600;"Íbúðareign";20;128.8
37105;"Íbúðareign";11;128.9
15888;"Íbúðareign";100;76.4
26907;"Íbúðareign";31;91.4
9496;"Íbúðareign";161;50.8
23889;"Íbúðareign";72;83
22322;"Íbúðareign";100;76.2
26880;"Íbúðareign";130;115.7
30481;"Íbúðareign";270;116.9
33575;"Íbúðareign";100;116.9
60797;"Einbýlishús";11;152.3
23050;"Íbúðareign";80;73.5
21958;"Íbúðareign";130;85.9
10855;"Íbúðareign";90;47.3
33389;"Einbýlishús";100;103.3
23679;"Íbúðareign";20;59.6
25197;"Íbúðareign";90;92.2
16998;"Íbúðareign";91;59
20125;"Íbúðareign";160;100.7
29751;"Íbúðareign";80;95.9
25449;"Íbúðareign";220;108.8
16422;"Íbúðareign";72;52.1
17486;"Íbúðareign";220;76.5
21654;"Íbúðareign";130;93.2
15600;"Íbúðareign";20;52.8
13688;"Íbúðareign";130;55.3
20660;"Íbúðareign";120;95.6
24851;"Íbúðareign";150;70
15039;"Íbúðareign";161;93.1
19580;"Íbúðareign";130;79.7
48923;"Íbúðareign";180;148.5
15496;"Íbúðareign";120;64.6
53250;"Íbúðareign";20;128.5
18244;"Íbúðareign";130;80.3
30000;"Einbýlishús";281;81.5
30925;"Íbúðareign";284;119
18779;"Íbúðareign";130;88
17988;"Íbúðareign";100;86.7
19313;"Íbúðareign";90;59.9
69704;"Íbúðareign";20;128.8
85416;"Íbúðareign";20;165
19261;"Íbúðareign";160;121.4
19342;"Íbúðareign";70;50.2
19546;"Íbúðareign";91;85.4
42387;"Íbúðareign";91;156.4
22500;"Íbúðareign";20;85.2
63773;"Einbýlishús";280;309.4
24493;"Íbúðareign";120;112.8
20345;"Íbúðareign";130;81.1
19854;"Íbúðareign";70;87.3
38183;"Íbúðareign";20;87
23482;"Íbúðareign";283;99.2
16293;"Íbúðareign";170;67.1
13992;"Íbúðareign";161;62.9
23734;"Íbúðareign";100;98.2
18200;"Íbúðareign";170;77.6
23710;"Íbúðareign";90;85.4
22755;"Íbúðareign";160;69.2
25535;"Íbúðareign";100;98.8
15691;"Íbúðareign";130;64.6
18976;"Íbúðareign";284;81.5
22992;"Íbúðareign";100;95.1
18889;"Íbúðareign";90;85.8
31899;"Einbýlishús";281;113.1
21688;"Íbúðareign";150;98.8
20973;"Íbúðareign";72;75
37777;"Íbúðareign";85;131.9
22486;"Íbúðareign";110;87.8
11083;"Íbúðareign";20;31.4
24000;"Íbúðareign";130;94.4
18188;"Íbúðareign";72;65.1
18644;"Íbúðareign";200;97
15283;"Íbúðareign";20;48.8
22961;"Íbúðareign";91;96.7
17986;"Íbúðareign";20;63.6
14825;"Íbúðareign";100;71.2
